sku,ean,descrizione,marchio,categoria1,categoria2,categoria3,prezzo_vendita,prezzo_pubblico,link_icecat,thumb_url,scheda_tecnica_presente
321098,5413184123598,5KFC3516EER TRITATUTTO 240W 2VEL. CIOT.PLAST.830ML ROSSO IMP,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,TRITATUTTO,68.08,89.9,,,NO
321100,5413184400033,5KSMPEXTA TRAFILE PASTA CORTA C/6 MATRICI X IMPASTATORI,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,ACCESSORI E RICAMBI,145.88,229.0,,,NO
321101,5413184400026,5KSMPSA SFOGLIATRICE X SFOGLIA DI PASTA DI 140MM,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,ACCESSORI E RICAMBI,73.55,119.9,,,NO
321104,5413184800017,5KTSR1 PINZA PER TOSTAPANE 5KMT2204/4205/221/2116/2115,KITCHENAID,PED LINEA CUCINA,ALTRI ACCESSORI CUCINA,ALTRI ACCESSORI CUCINA,19.59,26.9,,,NO
321587,4211125658403,SRBM2 MIS.PRESSIONE DA BRACCIO 120POS. C/ALIMENT. BIANCO,BEURER,PED LINEA PERSONA,LINEA SALUTE,MISURA PRESSIONE,41.41,49.9,,,NO
322145,8054383962938,GHC631BK CAPPA SOTTOPENSILE 60CM 3VEL. F.CARBONE NERO,GLEM,GED INCASSO,CAPPE,CAPPE,67.76,109.0,,,NO
322146,8054383962921,GHC631WH CAPPA SOTTOPENSILE 60CM 3VEL. F.CARBONE BIANCO,GLEM,GED INCASSO,CAPPE,CAPPE,67.76,109.0,,,NO
322199,5413184123314,5KFC3516EAC TRITATUTTO 240W 2VEL. CIOT.PLAST.830ML CREMA,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,FRULLATORI A BICCHIERE,68.08,99.0,,,NO
322785,4002516072751,WCR870 LAV.C/FRONT 9KG 1600GIRI CE.A WIFI,MIELE,GED LAVAGGIO,LAVATRICI CARICA FRONTALE,"DA 9 A 9,99 KG",1339.39,1999.0,,,NO
323243,8052745126226,GT645HIX P.COTT.GAS 60CM 3F+TRIPL.CORONA G.GHISA INOX,GLEM,GED INCASSO,PIANI COTTURA,A GAS,228.72,299.0,,,NO
324092,5413184400019,5KSMPRA SET X PASTA 3PZ X IMPASTATORI,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,ACCESSORI E RICAMBI,155.88,229.0,,,NO
325665,8054383962945,GHC631IX CAPPA SOTTOPENSILE 60CM 3VEL. F.CARBONE INOX,GLEM,GED INCASSO,CAPPE,CAPPE,73.49,109.0,,,NO
326186,8054383964147,GHC640IX CAPPA SOTTOPENSILE 60CM 3VEL 2MOTOR F.CARBONE INOX,GLEM,GED INCASSO,CAPPE,CAPPE,112.18,179.0,,,NO
329483,8054383964024,GHF527SI CAPPA SOTTOPENSILE 52CM 3VEL. F.CARBONE SILVER,GLEM,GED INCASSO,CAPPE,CAPPE,73.49,119.0,,,NO
329632,4002516200079,11171420 TWINDOS CARE X RISCIACQ.TUBI DOSAGGI.TWINDOS 1.5LT,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,14.73,15.9,,,NO
331216,4002516182108,H7164BEDSTCLST FORNO 60CM 76LT MULTIF.CL.A+ VAPORE INNOVA INOX/BK,MIELE,GED INCASSO,FORNI,ELETTR. MULTIFUNZ.,1109.32,1719.0,,,NO
331847,4002516262732,11384900 BASE DI RICARICA PER BATTERIA TRIFLEX HX1,MIELE,PED LINEA PULIZIA,ACCESSORI E RICAMBI,ACCESSORI E RICAMBI,68.3,84.9,,,NO
331848,4002516262749,11384950 MINI SPAZZOLA ELETTRICA PER TRIFLEX HX1,MIELE,PED LINEA PULIZIA,ACCESSORI E RICAMBI,ACCESSORI E RICAMBI,68.3,89.9,,,NO
331849,4002516262756,11385020 FILTRO POLVERI FINI PER TRIFLEX HX1,MIELE,PED LINEA PULIZIA,ACCESSORI E RICAMBI,ACCESSORI E RICAMBI,24.98,29.9,,,NO
331880,4002515817599,10455360 TURBOSPAZZOLA STB 305-3 TURBOTEQ,MIELE,PED LINEA PULIZIA,ACCESSORI E RICAMBI,ACCESSORI E RICAMBI,64.04,84.9,,,NO
332662,4002515620076,10199790 DETERSIVO LAVATRICE ULTRAWHITE 2.7KG,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,18.63,23.9,,,NO
336612,5944008923549,BCNA275E4SN COMBI INC. 275LT H.177.5CM CE.E NOFROST 3RIP.VETRO,BEKO,GED INCASSO,FRIGORIFERI,COMBINATI,514.18,649.0,,,NO
336814,5413184410001,5KSMMGA TRITATUTTO LAMA INOX PER IMPASTATORE,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,ACCESSORI E RICAMBI,101.81,149.9,,,NO
339536,7612981899714,1060489940 P.COTT.GAS 59CM 4F G.GHISA NERO FHNS6044GCBK,FRANKE,GED INCASSO,PIANI COTTURA,A GAS,196.48,279.0,,,NO
339617,7612981478216,1010358335 LAVELLO 86CM 2VASCHE RAPID INOX SATINATO RPX620,FRANKE,GED INCASSO,LAVELLI,LAVELLI,153.43,229.0,,,NO
339618,7612981476779,1010358153 LAVELLO 116CM 2V. C/GOC.DX RAPID INOX SAT.RPX621DX,FRANKE,GED INCASSO,LAVELLI,LAVELLI,159.83,239.0,,,NO
339619,7612981476786,1010358154 LAVELLO 116CM 2V. C/GOC.SX RAPID INOX SAT.RPX621SX,FRANKE,GED INCASSO,LAVELLI,LAVELLI,159.83,239.0,,,NO
339984,8054383963973,GHF545IX CAPPA SOTTOPENSILE 52CM 3VEL. F.CARBONE INOX,GLEM,GED INCASSO,CAPPE,CAPPE,135.81,209.0,,,NO
340005,8054383962068,GT85TIX P.COTT.GAS 75CM 4F+1TRIPL.CORONA INOX,GLEM,GED INCASSO,PIANI COTTURA,A GAS,235.36,349.0,,,NO
344588,7612985785037,FSM97PXS FORNO 60CM 71LT MULTIF.11 A+ PIROLITICO INOX/NERO,FRANKE,GED INCASSO,FORNI,ELETTR. MULTIFUNZ.,313.15,579.0,,,NO
346344,4002516369110,WTI370 LAVASC.C/F 1600G LAV.8KG-ASC.5KG CE.A POWERWASH,MIELE,GED LAVAGGIO,LAVASCIUGA,CARICA FRONTALE,1708.98,2299.0,,,NO
346345,4002516369011,WTR860 LAVASC.C/F 1600G LAV.8KG-ASC.5KG CE.A POWER WASH,MIELE,GED LAVAGGIO,LAVASCIUGA,CARICA FRONTALE,1807.87,2499.0,,,NO
348621,7612985785266,FSM654IBBK P.COTT.INDUZ.65CM 4ZONE SMART FORO 48CM CRISTAL.BK,FRANKE,GED INCASSO,PIANI COTTURA,INDUZIONE,254.87,399.0,,,NO
349208,4002516369134,WTD165WPM LAVASC.C/FRONT 1500GIRI LAV.8KG-ASC.5KG CE.A INV.,MIELE,GED LAVAGGIO,LAVASCIUGA,CARICA FRONTALE,1331.49,1799.0,,,NO
352451,7332543797622,CIL63443 P.COTT.INDUZ.60CM 4ZONE BRIDGE VETROCER.NERO,ELECTROLUX,GED INCASSO,PIANI COTTURA,INDUZIONE,305.98,399.0,,,NO
352642,7612981476434,1010358044 LAVELLO 86CM 1V C/GOC.DX RAP INOX SAT.RPX61186DX,FRANKE,GED INCASSO,LAVELLI,LAVELLI,118.39,169.0,,,NO
352643,7612981476441,1010358045 LAVELLO 86CM 1V C/GOCC.SX RAPID INOX SATINRPX61186,FRANKE,GED INCASSO,LAVELLI,LAVELLI,118.39,169.0,,,NO
355255,7612981899646,1140489933 LAVELLO 86CM 1VASCA C/GOCC. ANTEA AZG61186AVENA,FRANKE,GED INCASSO,LAVELLI,LAVELLI,162.55,219.0,,,NO
356137,4002516464013,TEH785WP ASCIUG.C/FRONT 9KG CE.C EXCELLENCE WIFI CHROME,MIELE,GED LAVAGGIO,ASCIUGATRICI,"DA 9 A 9,99 KG",1174.28,1599.0,,,NO
356358,4002516365945,BOOSTCX1CATDOG ASPIR. S/SACCO 890W 1LT VORTEX CAT&DOG NERO,MIELE,PED LINEA PULIZIA,ASPIRAPOLVERE,CARRELLO SENZA SACCO,261.01,349.0,,,NO
356377,8690842409295,BCSE400E40SN COMBI INC. 405LT CE.E MOB.L.75CM STATICO CERN.DX,BEKO,GED INCASSO,FRIGORIFERI,COMBINATI,688.74,879.0,,,NO
356949,7612985800341,ARNO60XSBK CAPPA ARREDO PARETE 60CM ARNO INOX SATINATO/NERO,FRANKE,GED INCASSO,CAPPE,CAPPE,112.44,179.0,,,NO
356950,7612985800358,ARNO90XSBK CAPPA ARREDO PAR 90CM ARNO INOX SAT/NERO3250608800,FRANKE,GED INCASSO,CAPPE,CAPPE,130.27,199.0,,,NO
356970,7612985663502,FVT605BKA CAPPA ARREDO PARETE 60CM TOUCH VERTICAL VETRO NERO,FRANKE,GED INCASSO,CAPPE,CAPPE,148.19,249.0,,,NO
356971,7612985663199,FVT605WHA CAPPA ARREDO PARETE 60CM TOUCH VERTICAL VETRO BIA,FRANKE,GED INCASSO,CAPPE,CAPPE,152.71,249.0,,,NO
356972,7612985663526,FVT905BKA CAPPA ARREDO PARETE 90CM TOUCH VERTICAL VETRO NERO,FRANKE,GED INCASSO,CAPPE,CAPPE,156.61,279.0,,,NO
356973,7612985663519,3300572975 CAPPA ARREDO PARETE 90CM VERTIS CRIS.BCO FVT905WHA,FRANKE,GED INCASSO,CAPPE,CAPPE,172.65,279.0,,,NO
356976,7612985800327,TIBER60XS CAPPA ARREDO PARETE 60CM TIBER INOX SATINATO,FRANKE,GED INCASSO,CAPPE,CAPPE,119.78,179.0,,,NO
356994,7612985876360,1150622943 MISCELATORE MONOCOM. CANNA GIREVOLE POLA NERO,FRANKE,GED INCASSO,RUBINETTERIA,RUBINETTERIA,60.08,89.0,,,NO
356998,7612985876605,1150622947 MISCELATORE MONOCOM. CANNA GIREVOLE POLA AVENA,FRANKE,GED INCASSO,RUBINETTERIA,RUBINETTERIA,60.08,89.0,,,NO
357843,8024651211501,NSM7NLPPP FORNO 60CM 74LT MULTI.MASTER PIZZA EASY STEAM NERO,DELONGHI,GED INCASSO,FORNI,ELETTR. MULTIFUNZ.,344.13,419.0,,,NO
357942,7612981901523,AZG621AVENA LAVELLO 116CM 2V. C/GOCC. ANTEA AVENA,FRANKE,GED INCASSO,LAVELLI,LAVELLI,190.3,279.0,,,NO
357977,8054383965113,GFE993IX FORNO 90CM 89LT MULTIF.10 CL.A INOX,GLEM,GED INCASSO,FORNI,ELETTR. MULTIFUNZ.,818.39,1129.0,,,NO
359209,4002516431633,11772180 BRILLANTANTE PER LAVASTOVIGLIE 500ML,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVASTOVIGLIE,8.49,9.9,,,NO
360856,4002516531227,11979170 DETERSIVO WOOLCARE LANA E DELICATI,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,15.51,19.9,,,NO
361894,753759279639,0100256210 SMART WATCH FORERUNNER 55 BLACK,GARMIN,TELEFONIA,TELEFONIA MOBILE,SMARTWATCH,139.44,139.9,,,NO
361914,4002516464907,12787430 DETERSIVO LAVASTOVIGLIE POWERDISK 20LAVAGGI 1PZ,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,11.17,12.9,,,NO
361915,4002516531654,11986760 DETERSIVO ULTRADARK 1.5LT 1PZ,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,18.63,23.9,,,NO
361916,4002516531159,11986980 AMMORBIDENTE 1.5LT 1PZ ,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,9.27,11.9,,,NO
362356,4002516377269,11639210 FILTRO HEPA AIRCLEAN SF HA 60,MIELE,PED LINEA PULIZIA,ACCESSORI E RICAMBI,ACCESSORI E RICAMBI,26.22,39.9,,,NO
362357,4002516377337,11639240 FILTRO HYGIENE AIRCLEAN SF HY 60,MIELE,PED LINEA PULIZIA,ACCESSORI E RICAMBI,ACCESSORI E RICAMBI,18.99,26.9,,,NO
362533,8806091423313,GSLV90PZAD SBS 635LT CE.D NOFROST INV. DISP.BEV. WIFI INOX,LG,GED REFRIGERAZIONE,FRIGO COMBINATI,VENTILATO,1116.43,1429.0,,,NO
362536,4002516548478,12021140 PROFUMATORE PER ASCIUGATRICE FRAGRANZA AQUA,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,10.84,13.9,,,NO
362537,4002516560944,12022180 PROFUMATORE PER ASCIUGABIANCHERIA FRAGRANZA ROSE,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,10.78,11.82,,,NO
363303,7612985876483,1150623055 MISCELATORE CANNA LUNGA ESTRAIB. ORBIT CROMO,FRANKE,GED INCASSO,RUBINETTERIA,RUBINETTERIA,102.23,149.0,,,NO
363457,8690842428937,BMGB25332BG FORNO M/O INC. 60CM 25LT 5LIV.POT C/GRILL TIMER IX,BEKO,GED INCASSO,FORNI,MICROONDE,215.64,299.0,,,NO
363486,8690842400766,BMGB25333BG FORNO M/O INC. 60CM 25LT 1450W 5LIV. C/GRILL NERO,BEKO,GED INCASSO,FORNI,MICROONDE,233.72,329.0,,,NO
363875,8003437619519,5KHBV83EER FRULL.IMMERS. 180W 1LT LAME INOX ROSSO IMPERIALE,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,FRULLATORI AD IMMERSIONE,145.03,179.9,,,NO
363933,8003437048326,5KSMTHPS COPERCHIO VERSATORE X 5KSM125/150/156/175/180/185,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,ACCESSORI E RICAMBI,41.57,69.9,,,NO
363941,5413184120962,5KSM185PSECA IMPASTATORE 300W 4.8LT ACCESS.ROSSO MELA METALLIZZ,KITCHENAID,PED LINEA CUCINA,PREPARAZIONE CIBI,IMPASTATRICI,626.45,869.0,,,NO
364938,5944008923266,BCNA306E4SN COMBI INC. 306LT H.194CM CE.E NOFROST 5RIP.,BEKO,GED INCASSO,FRIGORIFERI,COMBINATI,604.79,699.0,,,NO
364957,4002516445289,11805640 BOCCHETTA PAVIMENTO UNIVERSALE ALLTEQ SBD 365-3,MIELE,PED LINEA PULIZIA,ACCESSORI E RICAMBI,ACCESSORI E RICAMBI,45.95,59.9,,,NO
365049,8003437051395,TDLR6240LIT LAV.C/ALTO 6KG 1200GIRI CE.C 6SENSO,WHIRLPOOL,GED LAVAGGIO,LAVATRICI CARICA DALL'ALTO,"DA 6 A 6,99 KG",307.29,399.0,,,NO
365084,8050147653357,NF1046WKIT LAV.C/FRONT 10KG 1400GIRI CE.A INVERTER VAP.,HOTPOINT,GED LAVAGGIO,LAVATRICI CARICA FRONTALE,"DA 10 A 10,99 KG",354.95,449.0,,,NO
365215,4002516624332,TRIFLEXHX2FLASH SCOPA RIC. S/SACCO 3IN1 25V 0.5LT HEPA BIANCO/ROSA,MIELE,PED LINEA PULIZIA,ASPIRAPOLVERE,SCOPE RICARICABILI,380.37,499.0,,,NO
365217,4002516445609,TRIFLEXHX2PRO SCOPA RIC. S/SACCO 3IN1 2BATT. LI-ION GRIGIO/ROSA,MIELE,PED LINEA PULIZIA,ASPIRAPOLVERE,SCOPE RICARICABILI,524.44,699.0,,,NO
365919,8004399025370,ECAM22022GB M.CAFFE' AUTOMAT. DISP.TOUCH MAGNIFICA START,DELONGHI,PED LINEA CUCINA,CAFFE',MACCHINE AUTOMATICHE,331.27,349.0,,,NO
366083,753759304829,0100270110 SMART WATCH VENU SQ 2 SHADOW GRAY/SLATE,GARMIN,TELEFONIA,TELEFONIA MOBILE,SMARTWATCH,168.71,168.71,,,NO
366239,4002516561248,12023610 PROFUMATORE PER ASCIUGABIANCHERIA FRAGRANZA COCOON,MIELE,GED LAVAGGIO,ACCESSORI,ACCESSORI LAVATR./ASCIUG.,10.84,13.9,,,NO
366838,8690842516863,BBIE11100B FORNO 60CM 72LT MULTIF.6 NERO,BEKO,GED INCASSO,FORNI,ELETTR. MULTIFUNZ.,197.88,259.0,,,NO
366841,8690842526572,HIAW64225SXE P.COTT.GAS 60CM 4F WOK G.GHISA INOX,BEKO,GED INCASSO,PIANI COTTURA,A GAS,168.16,199.0,,,NO
367069,4002516595397,DGC7150EDST FORNO 60CM 76LT MULTIF. VAP. INOX/CONTOURLINE,MIELE,GED INCASSO,FORNI,ELETTR. MULTIFUNZ.,1409.45,1999.0,,,NO
367093,8033675154169,SG510 LAV.C/FRONT 5KG 1000GIRI CE.C 15PROGR.,SANGIORGIO,GED LAVAGGIO,LAVATRICI CARICA FRONTALE,"DA 5 A 5,99 KG.",190.59,289.0,,,NO
367132,7612986165005,1150668280 MISCELATORE CANNA ALTA SIRIUS CROMO,FRANKE,GED INCASSO,RUBINETTERIA,RUBINETTERIA,90.79,129.0,,,NO
367736,8690842526541,HIAW75225SXE P.COTT.GAS 75CM 4F+1F.WOK G.GHISA INOX,BEKO,GED INCASSO,PIANI COTTURA,A GAS,225.5,299.0,,,NO
368418,8690842289453,BBIM12300XD FORNO 60CM 72LT MULTIF.8 CL.A INOX,BEKO,GED INCASSO,FORNI,ELETTR. MULTIFUNZ.,217.38,299.0,,,NO
